TIMING_STATS_HEADER	row_index	timestamp_iso	timestamp_unix	prompt_tokens	kv_len	generated_tokens	elapsed_seconds	tokens_per_second	prompt_start_to_prompt_start_seconds	max_context_tokens	max_kv_size	repetition_window	loop_detection_mode	prefill_start_offset	memory_architecture	memory_device_name	memory_max_buffer_length	memory_max_recommended_working_set_size	memory_memory_size	memory_resource_limit
TIMING_STATS	1	2026-01-28T12:02:50.220245Z	1769623370.220245	114	114	555	11.15565829211846	49.75053784070375	None	16384	None	256	cheap	0	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	2	2026-01-28T12:02:58.296890Z	1769623378.29689	220	220	407	7.969009916298091	51.07284396366607	11.349262167233974	16384	None	256	cheap	111	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	3	2026-01-28T12:03:08.696886Z	1769623388.696886	469	469	498	10.33755916589871	48.17384761799384	8.032542165834457	16384	None	256	cheap	217	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	4	2026-01-28T12:03:14.706032Z	1769623394.706032	844	844	262	5.947875624988228	44.0493407258358	10.398374708835036	16384	None	256	cheap	466	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	5	2026-01-28T12:03:21.458660Z	1769623401.45866	1015	1015	316	6.702842582948506	47.14417742763028	5.9978450001217425	16384	None	256	cheap	841	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	6	2026-01-28T12:03:30.496308Z	1769623410.496308	1236	1236	407	8.984066665638238	45.30242429708042	6.7566153751686215	16384	None	256	cheap	1012	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	7	2026-01-28T12:03:38.059112Z	1769623418.059112	1571	1571	307	7.4998385407961905	40.934214560758875	9.043421915732324	16384	None	256	cheap	1233	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	8	2026-01-28T12:03:44.900397Z	1769623424.900397	1808	1808	272	6.758141166996211	40.24775352848922	7.572476209141314	16384	None	256	cheap	1568	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	9	2026-01-28T12:03:54.123962Z	1769623434.123962	2034	2034	367	9.151787374634296	40.10145613928943	6.832497041206807	16384	None	256	cheap	1805	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	10	2026-01-28T12:04:10.155370Z	1769623450.15537	2387	2387	625	15.950333917047828	39.184132648909355	9.234339333605021	16384	None	256	cheap	2031	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	11	2026-01-28T12:04:21.541036Z	1769623461.541036	2980	2980	387	11.27529541682452	34.32282576140177	16.052611916325986	16384	None	256	cheap	2384	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	12	2026-01-28T12:04:34.642769Z	1769623474.642769	3292	3292	486	13.021013250108808	37.3242842676578	11.361349584069103	16384	None	256	cheap	2977	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	13	2026-01-28T12:04:54.330431Z	1769623494.330431	3744	3744	723	19.548952999990433	36.984077868536176	13.133893374819309	16384	None	256	cheap	3289	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	14	2026-01-28T12:05:09.962627Z	1769623509.962627	4401	4401	463	15.49694020813331	29.876865612284043	19.695509958080947	16384	None	256	cheap	3741	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	15	2026-01-28T12:05:23.092070Z	1769623523.09207	4800	4800	364	13.03976129181683	27.914621430104713	15.597070249728858	16384	None	256	cheap	4398	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	16	2026-01-28T12:05:42.679887Z	1769623542.679887	5107	5107	521	19.49773154128343	26.72105721103315	13.1299415002577	16384	None	256	cheap	4797	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	17	2026-01-28T12:06:10.218690Z	1769623570.21869	5574	5574	666	27.380939207971096	24.32348996290511	19.62683816673234	16384	None	256	cheap	5104	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	18	2026-01-28T12:06:39.938313Z	1769623599.938313	6194	6194	656	29.590083749964833	22.169589161800857	27.527861666399986	16384	None	256	cheap	5571	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	19	2026-01-28T12:06:55.740122Z	1769623615.740122	6823	6823	312	15.608551542274654	19.989042490904435	29.755665624979883	16384	None	256	cheap	6191	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
TIMING_STATS	20	2026-01-28T12:07:23.740554Z	1769623643.740554	7116	7116	677	27.89171279175207	24.27244268054407	15.744872292038053	16384	None	256	cheap	6820	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000
