datetime	row_index	timestamp_iso	timestamp_unix	prompt_tokens	kv_len	generated_tokens	elapsed_seconds	tokens_per_second	prompt_start_to_prompt_start_seconds	max_context_tokens	max_kv_size	repetition_window	loop_detection_mode	prefill_start_offset	memory_architecture	memory_device_name	memory_max_buffer_length	memory_max_recommended_working_set_size	memory_memory_size	memory_resource_limit	free_bytes	active_bytes	specul_bytes	inactive_bytes	throttle_bytes	wired_bytes	prgable_bytes	faults_bytes	copy_bytes	0fill_bytes	reactive_bytes	purged_bytes	file-backed_bytes	anonymous_bytes	cmprssed_bytes	cmprssor_bytes	dcomprs_bytes	comprs_bytes	pageins_bytes	pageout_bytes
2026-01-28 00:24:39																					415891456	33651621888	0	21174452224	490766336	222625792	11796480	62406656	0	0	29290840064	30148804608	39085293568	19874922496	0	0	110329856	0	0	0
2026-01-28 00:24:40																					422084608	33752924160	0	21059518464	569393152	152895488	1376256	43384832	0	0	29398351872	30262771712	39085260800	19874922496	32768	0	106496000	0	0	0
2026-01-28 00:24:42																					421314560	33857257472	0	21157724160	540213248	536264704	16351232	312311808	0	0	29501980672	30132797440	39085228032	19874889728	32768	0	103743488	0	0	0
2026-01-28 00:24:43																					429047808	33966784512	0	21091581952	558399488	191463424	1310720	71909376	0	0	29619240960	30198661120	39085211648	19874889728	16384	0	116572160	0	0	0
2026-01-28 00:24:44																					423624704	34083045376	0	21698445312	552960000	235143168	13746176	598556672	0	0	29730160640	30186291200	39085211648	19874889728	0	0	109264896	0	0	0
2026-01-28 00:24:45																					423493632	34199191552	0	21701885952	555089920	174948352	1900544	45563904	0	0	29847453696	30170431488	39085211648	19874889728	0	0	115294208	0	0	0
2026-01-28 00:24:46																					423706624	34314944512	0	21679079424	565510144	216481792	12156928	57245696	0	0	29963485184	30191353856	39085211648	19874889728	0	0	115146752	0	0	0
2026-01-28 00:24:47																					450592768	34433073152	0	21700804608	569098240	195067904	3571712	60588032	0	16384	30109663232	29487349760	39085211648	19874889728	0	0	117784576	0	0	0
2026-01-28 00:24:48																					449380352	34577776640	0	21713829888	559398912	521699328	2949120	322994176	0	0	30254039040	29562519552	39085211648	19874889728	0	0	114524160	0	0	0
2026-01-28 00:24:49																					397426688	34685927424	0	22278144000	558301184	224378880	13172736	597540864	81920	163840	30311579648	29598253056	39085211648	19874889728	0	0	111034368	0	0	0
2026-01-28 00:24:50																					282984448	34807463936	0	22285516800	578142208	188612608	1359872	50200576	1720320	2850816	30321459200	29585309696	39085211648	19874889728	0	0	126631936	114688	0	0
2026-01-28 00:24:51																					131416064	34914516992	0	22263037952	576569344	341540864	15269888	92045312	606208	163840	30286807040	29634084864	39085080576	19874873344	131072	0	124354560	262144	0	0
2026-01-28 00:24:52																					26902528	34966077440	0	22330146816	564871168	444858368	6979584	181698560	0	32768	30196531200	29663805440	39085064192	19874856960	16384	0	121257984	32768	0	0
2026-01-28 00:24:53																					43974656	34951184384	0	22351937536	573358080	267894784	14467072	91226112	0	196608	30210064384	29628841984	39085064192	19874856960	0	0	128221184	32768	0	0
2026-01-28 00:24:54																					42369024	34947497984	0	22310010880	564477952	176701440	950272	52297728	0	98304	30204772352	29676322816	39085064192	19874856960	0	0	116736000	49152	0	0
2026-01-28 00:24:55																					36405248	34334916608	0	22909239296	574521344	224395264	11730944	595968000	0	98304	29586227200	29696032768	39085064192	19874856960	0	0	108249088	0	0	0
2026-01-28 00:24:57																					35258368	34333474816	0	22833889280	576634880	199081984	11894784	53166080	0	32768	29584965632	29772906496	39085064192	19874856960	0	0	108019712	98304	0	0
2026-01-28 00:24:58																					33521664	34334834688	0	22907469824	566919168	192495616	1310720	75530240	0	9519104	29584850944	29689430016	39085064192	19874856960	0	0	109494272	360448	0	0
2026-01-28 00:24:59																					36962304	34327117824	0	22971138048	553582592	253607936	1359872	58900480	0	65536	29581066240	29622763520	39085064192	19874856960	0	0	113410048	311296	0	0
2026-01-28 00:25:00																					34848768	33742307328	0	23516692480	566788096	342556672	12075008	602505216	0	901120	29009952768	29663707136	39085064192	19874856960	0	0	116539392	49152	0	0
2026-01-28 00:25:01																					33800192	33748140032	0	23508041728	554631168	170459136	950272	52363264	0	32768	29014753280	29672423424	39085015040	19874856960	49152	0	108281856	0	0	0
2026-01-28 00:25:02																					68091904	33688305664	0	23532503040	556269568	239927296	13713408	66519040	0	245760	28991488000	29665542144	39085015040	19874856960	0	0	114163712	163840	0	0
2026-01-28 00:25:03																					87490560	33679818752	0	23503994880	555794432	693125120	1310720	74317824	0	65536	28991864832	29695098880	39085015040	19874856960	0	0	105332736	278528	0	0
2026-01-28 00:25:04																					123863040	32449052672	0	24854413312	486735872	311197696	12124160	1160183808	0	98304	27741470720	29592141824	39085015040	19874856960	0	0	109543424	180224	0	0
2026-01-28 00:25:05																					119635968	32439631872	0	24768479232	538787840	207044608	1359872	70123520	0	27705344	27750678528	29669097472	39084900352	19874840576	0	0	114032640	32768	0	0
2026-01-28 00:25:06																					124583936	32449773568	0	24783323136	512917504	213155840	11993088	51773440	0	18743296	27780022272	29634019328	39084900352	19874840576	0	0	120537088	16384	0	0
2026-01-28 00:25:07																					94076928	32469811200	0	24759533568	523157504	174768128	1753088	56246272	0	98304	27769552896	29659217920	39084900352	19874840576	0	0	110739456	425984	0	0
2026-01-28 00:25:08																					56786944	32519520256	0	24763498496	523239424	216236032	12419072	74121216	0	98304	27782201344	29647863808	39084900352	19874840576	0	0	101777408	212992	0	0
2026-01-28 00:25:09																					40992768	32525778944	0	24777719808	511836160	148029440	950272	42876928	0	65536	27772665856	29637623808	39084900352	19874840576	0	0	101875712	147456	0	0
2026-01-28 00:25:10																					38797312	31947866112	0	25444827136	449396736	218398720	12058624	599670784	0	32768	27192426496	29550084096	39084883968	19874840576	16384	0	102006784	131072	0	0
2026-01-28 00:25:11																					37519360	31950487552	0	25387991040	515080192	179339264	2375680	46448640	0	6258688	27199062016	29596057600	39084883968	19874840576	0	0	121257984	0	0	0
2026-01-28 00:25:12																					33226752	31969132544	0	25348489216	517357568	189857792	1310720	64192512	0	704512	27213742080	29633544192	39084883968	19874840576	0	0	111149056	114688	0	0
2026-01-28 00:25:13																					37126144	31944556544	0	25395986432	503545856	214220800	11943936	59441152	0	2228224	27194933248	29600382976	39084883968	19874840576	0	0	118685696	475136	0	0
2026-01-28 00:25:14																					16252928	31923027968	0	25484984320	473956352	205651968	1359872	51642368	0	65536	27153154048	29554147328	39084883968	19874840576	0	0	134332416	294912	0	0
2026-01-28 00:25:15																					35471360	31246794752	0	26159398912	465256448	237191168	13402112	599539712	0	10551296	26511540224	29518086144	39084883968	19874840576	0	0	120504320	81920	0	0
2026-01-28 00:25:16																					38076416	31251677184	0	26108870656	468566016	191283200	966656	82870272	0	0	26519519232	29561094144	39084785664	19874840576	98304	0	104611840	32768	0	0
2026-01-28 00:25:18																					38862848	31239979008	0	25770164224	511049728	190382080	950272	53510144	0	65536	26508623872	29905534976	39084785664	19874840576	0	0	124731392	147456	0	0
2026-01-28 00:25:19																					35241984	31243780096	0	25758384128	511229952	223117312	11960320	63356928	0	65536	26514178048	29911777280	39084785664	19874840576	0	0	119685120	344064	0	0
2026-01-28 00:25:20																					14008320	30694752256	0	26345029632	526073856	172441600	1359872	581140480	0	3964928	25943769088	29878976512	39084752896	19874840576	32768	0	111853568	344064	0	0
2026-01-28 00:25:21																					16973824	30707712000	0	26337001472	527630336	181567488	6455296	61128704	1048576	98304	25959153664	29893132288	39084752896	19874840576	0	0	98336768	16384	0	0
2026-01-28 00:25:22																					6930432	30668505088	0	26524844032	519847936	225296384	7077888	90341376	0	114688	25910378496	29752229888	39074136064	19873644544	9961472	0	101105664	0	0	0
2026-01-28 00:25:23																					22937600	29101785088	0	28110700544	469155840	1569538048	4243456	1393344512	0	53788672	24397938688	29702881280	39057375232	19868975104	16760832	0	34111488	0	0	0
2026-01-28 00:25:24																					60637184	25660194816	0	31335694336	368115712	3744104448	11911168	3020701696	0	172261376	21142585344	29737435136	39057375232	19868975104	0	0	344064	212992	0	0
2026-01-28 00:25:25																					86540288	25402687488	0	31319965696	378191872	2844393472	2392064	276430848	0	65536	20910964736	29988012032	39057375232	19868975104	0	0	27672576	81920	0	0
2026-01-28 00:25:26																					86917120	24931663872	0	32072695808	303415296	370442240	13549568	799211520	166887424	35422208	20670005248	29391814656	39220756480	19933151232	1097728	164478976	4849664	65536	0	0
2026-01-28 00:25:27																					86933504	24826281984	0	32247742464	271499264	98172928	1310720	327778304	90603520	27181056	20581482496	29259612160	39279722496	19957645312	147456	59113472	737280	212992	0	0
2026-01-28 00:25:28																					84230144	24829853696	0	32246857728	269221888	200343552	26230784	88817664	27852800	131072	20565884928	29294657536	39277232128	19957465088	4210688	1622016	1310720	114688	0	0
2026-01-28 00:25:29																					85688320	24923684864	0	32080969728	307757056	72679424	4243456	49299456	0	0	20567441408	29472063488	39277232128	19957465088	0	0	262144	0	0	0
2026-01-28 00:25:30																					77103104	24923045888	0	32094863360	302710784	100335616	12058624	53854208	0	32768	20558856192	29454106624	39277199360	19957448704	32768	0	212992	0	0	0
2026-01-28 00:25:31																					81969152	24932057088	0	32059736064	314998784	58097664	2392064	41975808	0	0	20564213760	29492494336	39277150208	19957448704	49152	0	262144	0	0	0
2026-01-28 00:25:32																					67665920	24936136704	0	32068861952	316997632	206569472	15351808	111378432	0	32768	20547092480	29381705728	39260897280	19949436928	16252928	0	573440	0	0	0
2026-01-28 00:25:33																					67764224	24934432768	0	32061472768	280444928	60325888	2490368	43827200	0	4194304	20547092480	29345677312	39260897280	19949436928	0	0	65536	0	0	0
2026-01-28 00:25:34																					67796992	24828346368	0	32345030656	171261952	107692032	966656	95518720	0	0	20547108864	29079666688	39260012544	19949060096	884736	0	16384	0	0	0
2026-01-28 00:25:35																					68550656	24828133376	0	32250380288	177963008	114720768	14008320	60489728	0	0	20547960832	29175496704	39259865088	19949060096	147456	0	278528	0	0	0
2026-01-28 00:25:36	1	2026-01-28T06:25:36.384253Z	1769603136.384253	114	114	555	10.568068166263402	52.51669380518708	None	16384	None	256	cheap	0	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000	68550656	24827658240	0	32269221888	240369664	50200576	950272	39141376	0	0	20547960832	29159014400	39259815936	19949060096	49152	0	16384	0	0	0
2026-01-28 00:25:37																					68796416	24822939648	0	32249790464	242696192	148914176	12615680	100827136	0	294912	20548255744	29182279680	39259799552	19949060096	16384	0	376832	0	0	0
2026-01-28 00:25:39																					11239424	24921620480	0	32246513664	269402112	620986368	23248896	237191168	81920	229376	20515618816	29377495040	39250837504	19946618880	8945664	0	80969728	1064960	0	0
2026-01-28 00:25:40																					10600448	24836653056	0	32409321472	169476096	699498496	1130496	649936896	0	49152	20216758272	29491740672	39250558976	19946586112	278528	0	3489792	65536	0	0
2026-01-28 00:25:41																					11190272	24865996800	0	32306724864	224952320	572178432	13418496	519946240	0	9535488	20045348864	29760126976	39250509824	19946569728	49152	0	540672	0	0	0
2026-01-28 00:25:42																					10584064	24701419520	0	32698679296	247726080	500973568	1310720	828882944	0	65536	19615514624	29822844928	39249952768	19946455040	557056	0	49152	49152	0	0
2026-01-28 00:25:43																					10928128	24635654144	0	32827392000	217055232	132218880	14598144	73646080	0	98304	19580010496	29732962304	39248658432	19945799680	1130496	0	2211840	0	0	0
2026-01-28 00:25:44	2	2026-01-28T06:25:44.411273Z	1769603144.411273	220	220	407	7.924938917160034	51.3568627158393	10.75962037499994	16384	None	256	cheap	111	applegpu_g14s	Apple M2 Max	57982058496	77309411328	103079215104	499000	11141120	24723472384	0	32290160640	225673216	68091904	1458176	54263808	0	0	19578683392	30250467328	39248592896	19945783296	65536	0	32768	0	0	0
2026-01-28 00:25:45																					10518528	24868847616	0	32103612416	282230784	63635456	2408448	51118080	0	32768	19329171456	30451908608	39248592896	19945783296	0	0	114688	98304	0	0
2026-01-28 00:25:46																					12042240	24596938752	0	32665124864	259915776	120307712	13811712	73465856	0	0	19331891200	29902143488	39248150528	19945635840	442368	0	2179072	0	0	0
2026-01-28 00:25:47																					12173312	24617910272	0	32149110784	276987904	150683648	4603904	93093888	0	0	19332022272	30420762624	39248134144	19945635840	16384	0	147456	0	0	0
2026-01-28 00:25:48																					12288000	24679809024	0	32089538560	294223872	110100480	11911168	62603264	0	0	19332136960	30476910592	39248134144	19945635840	0	0	212992	0	0	0
2026-01-28 00:25:49																					12337152	24758894592	0	32107593728	290455552	64487424	966656	45252608	0	0	19332186112	30459592704	39248134144	19945635840	0	0	16384	0	0	0
2026-01-28 00:25:50																					12353536	24836374528	0	32111165440	288342016	103546880	12566528	55345152	0	2752512	19332202496	30464376832	39248134144	19945635840	0	0	229376	0	0	0
2026-01-28 00:25:51																					12599296	24778506240	0	32298811392	244482048	57835520	950272	45252608	868352	0	19331399680	30275747840	39246544896	19945209856	1212416	0	16384	0	0	0
2026-01-28 00:25:52																					12615680	24804835328	0	32248070144	277856256	134791168	12697600	85426176	0	0	19331416064	30322540544	39246528512	19945209856	16384	0	229376	0	0	0
